org;pro;COG;cat;annotation;pattern
 331 ; 401 ; COG1820 ; G ;N-acetylglucosamine-6-phosphate deacetylase; ||--|---|----|-|-|-----------------------------------------------------|-----------||||-||--||-|||||||-|||-|||||-||---|||||-||||||||--|||||||-||-||||||--||||||-|||----------|--|--|-|-||||-|-||-----|---------------|-||||-||----------------|-|---|||||||||||||||||||||||||-||||||||||||-|||-||||||||||||||||-|||||||||||||-|-||||-||||||----|-||--|||-|-||-||||---||-|-|||--|----|--|||||-|-|||-||||||||--||---|-|||---||-----||-----|||------||---|-|-|--|-||-||--|||---------|--------|||--|-----|---|--------------|-----------|----|----------|----|----||-----------|---|||-|--|--||--|-||-|-||-|--||||||||||||-----|-||-|------|-||||||-|||||-||||--|||||||-||------|-|-||||||-||-----|-|||||||||-----||-------|----||-------| 
 71 ; 74 ; COG1823 ; E ;L-cystine uptake protein TcyP, sodium:dicarboxylate symporter family; -----------------------------------------------------------------------------------------------------|---------|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------|---|-|||||--------||||---||--|-------|------|---------|-|-----------------|------|-|----|---|-|-|-|-||--------------|-------------------------------------|-------------------------------------------------------------------------------------------------------------|---------|-||--|-----------|--|-|--|--|||||-|--|----|--|-||-|------|--|||||-||-----||----||-|-------------|--|-|||------------------------------------------------ 
 422 ; 745 ; COG1925 ; TG ;Phosphotransferase system, HPr and related phosphotransfer proteins; -----------------|------|||----|||------|----------------------------------------------|----||-|||||||-|||||||---|-||-|||||||||--||-|--||-|||||||||||||-||||-||-|-|--------|----------------------------------------------------|||||||||||||-||||--|--|-|-||-----|---|---|-------|--------||||||||||||||-|||||-||||||||||||-||-||||-||||||-----|||||||||||-|-||||---||-|--|||-|||--|-||||||||||||||||||-|||-|||||||||||-|||||-|||||-|-|||||---|||||-||||-||||-|||||--|||||||-|--||||||||||||||||||||||||||||||-||||||||||||||-||||-||-|--|-|||||||-|-|||||--||||||---------|-|||||||||||||||-||||||-||||||||||||-|||||||||-||||||--|--|||||||||-|||||-|||||-|||||||||||--||||-|-|||||||||||-|-|---------|||||||||||||---|-||||---||--- 
 524 ; 1864 ; COG1940 ; KG ;Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain; -|||||--||-|-|--|||||||||||||||||||||||-|-----------|-----||--|-------|||-||-||-|--|||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||-||||---|-||||-||--|-||---||||||-||--|||||||--|||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|-|||||--|||-|||||||||||||||||||||-|----|--|||||-|||||||||||||||-|||-|||||||-|||||-|-||--||||||||--|||||--|||-||||||||||--|||-|||-|--|||-|-|-|-||-|-|||------||||||--|--|----||-||--|||-||-|-||-||-|----|----|||-||||-|----|||-||--||||-|--||-|---|||--|-||-|--|||||-||||-|-|---|-||-|-|-|--|-||||||-||-|--|||---|||||||-|||||---|-|-||-||||||-|-|||-||||||||||||||||--|||--|--||-|--||-||| 
 450 ; 454 ; COG2001 ; J ;MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity; -----------------------------------------------------------------------------------||||-||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||-||||||||----------|||--|-|||-|----|--|-||||||||||||||||--||||||||||--||||-||----|-|||||||||-------------------------------||||||-||--||-|||--||-||||||||||||--||||||||-|||||--|||||||||--|-||||||||-||||||||||||||--|||--|-||||-||---||---|--|||--|||-|-|-|||-|||||-|||||||-|---|||--|-|--|||-||||||||-|||||||||||-|--|-|||||||||||||||||||||-||||||-||||||||||||||-||||-||-|--||||||||||||-|||-||||||||------------|||||-||||-|---|-||||||-||--||||||-||||-|||||||-|||||||--|||||||--|||||-||||--||||||||||||||||||--||||---|||-||-||-------|--|||||--|-||||||||||||-||-||| 
 241 ; 338 ; COG2116 ; P ;Formate/nitrite transporter FocA, FNT family; ------------------------|||||--|-||||--||--|----||-||-|-|-||--||-----|---|--|--|---|-||-|-----||-|--|-|-------||---||-||||-|-|--|---|--------|--------|-|---------|--------|-----|---|--|-------|------|----||--------|------|---------------|-------|--------------|--|------------|------||-||-||-|||-|-|--|-|||-|--|||||--|--|||-|||-||-|--||-|-|||---||-||---|--||--|--|-|-|----|--|||---|||||-------|-|--|---|----|-------|||-|-----|||---|||----|---|-----||----||-----------------||-|----|---|------|-|--||---|----|------|----------|||-|-------------|||||----------|-|||-|--||-|---|||--||||-|--||||||-|||---|---|-|||||-||--||-|||||-||||-||||---|||||-||-||-----|-|--|-|-------|||||---|----||-------|----|----|--||------ 
 272 ; 284 ; COG2131 ; F ;Deoxycytidylate deaminase; ---------------------||--------------------|------||-|||||--||--|||||||||||||-|||---|-|-------||--|-----------||-----|---------------------||----|------|-----------|-----||-|-||||||||||||-||||||||||||||||||||||--|||---|-||||--|||||-------|---|||---------|||-||-----||||---||---|-----||||||||-||||||||||||-|-||||||||||||||-||||||||-|||||-||-|||-||||||||-|||||||||||||-|----|--||--|||||||-------------------------------|---||--|--||----------------------------------------------|------|----------|---|----------|---------||-|||||||||||||||||-||||||||-----|----------|----------|----------------|-------------|------|--------||--------|---|-----------------||--------|-|-|--|||||||||--|||||-|||-||---||||-|-|-|-|-- 
 307 ; 378 ; COG2153 ; R ;Predicted N-acyltransferase, GNAT family; -----------------------|--||-||||||||||-----------|-----|-----|------------------------|-|--||||-|-||-||||-|-|-|-|-||--||||--|-||-|||-|-|||-|||||-|||||-|||-----|||-------||------|-||-||||||||||--||||||||-||||||--||||||||||--|----------|------|-|||---||||-||-|||-||----||---|||-------||||||||||||||-|||||||||||||--|||----||----|-|-----|-----|||----|-----||----------|-|-------|-|-||-|-|----------|--|---|-|--|--|------|-|-------------|----|-|---||-||-|-----------------||||-|||||-||--|||||-||||||--||||||||||||--||-|-||-|--|---|-|-----|------|-||--|----------||||-||--||-|---||||-|||-----|||||--||-||---|||||||||-||--|-||-|-|--|||||||||--||-|||--|||---|---|-|------|-----|--||----||--------------|--------------- 
 235 ; 312 ; COG2176 ; L ;DNA polymerase III, alpha subunit (gram-positive type); ---------------------------------------------------------------------------------------|---|--||-|-|||-|----|-||--||||||----||---|--|---|--||--|-|----|-|--|--|---|--||||--------------|--|---|-|--||-|||||-||||----|||---------||--|-|----|-||-||--|----------------|------|-|--------|||||||||||||||||||||||||||||||||||||||||||||||||||-|-|||||||||||||||||||||||||--|-||||||||||||||||||||||||---------|-||--------|-----------|-|----------------|------|--|-|---||---------|-|----||------||---|-|--|-|----|--|-|---||----|-------|-|-------|----|-|---|--||-----|--|---------||-|---------------|-----------|--||--------|--------------|-|-----|-----|--|---|----|-----------------------|||||||-|-||-|---|-------------|------ 
 358 ; 1321 ; COG2188 ; K ;DNA-binding transcriptional regulator, GntR family; ------------------------------------------------------------------------------------||||||||||-||||||-||||||||-||||||-|--||-|-||-||||-|||||||||||||||||--||||||-|||-------|--||------|-||||-|-||-----|------|--------||||||-||--||-----------||-----|---|-|----|------|-----------|--|-|||--||||||||||||||||||||||||||||||-||||-|--|-|||||||-||||||--||||||-||-|||||-||-|||||--|------||--||--||||--||-|-|||-|||--||||||--||-|-|||||---|||------||||--|-|-|||||||||-|-|||||||-|--|-|||||||||||-|||||||||-||||||----|||||||||-|-||||-||-------||||--|--||--|--||-|--|----------||||--|--|------||||-|||--|--||||||-||-||-|-|||-|--|----|-|-||-|||--|||||||||---||||||-|-||----|-|-||-|-|-||-----|--|-||---|--||----|-----|----|--------| 
 162 ; 349 ; COG2190 ; G ;Phosphotransferase system IIA component; ---------------------------------------------------------------------------------------------|-|||||||--|||-||---------||-|--|----|----||--||--||||||-|---||-||-|-|------------------------------------------------------------------------------------------------------------------------|-||||||||||||-|||||||||||-|||||--|--||---||-||------|||--||----|-----|---||----||--|||--|--|||||-||||||------------------|---------------------------------------|-----------------------------||---------------------------|---------------------------------|----||-----------|---|||-|--|--|-|---|--|-|--|-||||||--|||-|--||-|-||--------|-||||||-||||--|||----||||-|--------||-|--|-|||------|-|----------------|------------------|--- 
 339 ; 611 ; COG2233 ; F ;Xanthine/uracil permease; -----------------------||||-|-|||||||||----|----|---|-----||---|---|||----------------------||||-||||||||||--|||--||||||||||-||||||||--||||-|||||||||-|||-|||||-|||----------|-|||||----------------|------|--------------------------|------|---------------|-|----|-|----------|---|-|-|-||||||||||||||||||||||||||||||||||||-||||||||||---|||-||||||||-||||||-|----|||-||||-|----|--||||||||-|||-----|-||--||--|-|--|--|||----|-|-----|-|----|||--||---|--||-------|||---|-|--|--||-|--||||-||-||--||-||---|-|--||-||||||---|||--|--|-----||||-|||||-|--------|||------|--||-|||||--||-|----|||-|-||-|--||||||-|||||-----|-||||-|--|-|-||||||-||||-||||----||||----|------|-|--|-|-|-||--||||||-|||||-||||||---|--------|----------| 
 502 ; 686 ; COG2239 ; P ;Mg/Co/Ni transporter MgtE (contains CBS domain); -------||------------||-|||-|||||-||||||||--|||----||-|-|-||--||-|-----------------||||||||||||||||||-|||||-||-|||-||||||||||||||||||-|||||||||||-|||||||||||||||||----||---||||||--||||||||||||||||||||||||||||||--||||-||-|||||||||||||||||-|||---|||||||||||||||||||||-||||--|||||-||||||-||-|||-|||||--||-||-|--|||--|-||-|-|||||-||||--||-||-||||||-|-||-||-||-|||||-|-||-|------|-|--|-||||||||||||-||||||||||||||||---|-|||||--|||||||-|||||||||||||||||||||-|||||||||-|||||||---|||-|----||-|---||-|||--|||---||----||-||-|----|||||||||||-||||||-||||||||||----||--|----|-||||||------|||--|||||--||||||--|-||||-|||-|-||||||--||||-|||||||||||||||||-||||||||||||||-||-|||||||-||||||||||-||-||-|-||--|--|||-|---||--|------| 
 367 ; 486 ; COG2252 ; F ;Xanthine/uracil/vitamin C permease, AzgA family; ----|-|-------|----||-||||-|||||||||||||-|-|--|||--|--------||-||--|||---|-|-------||||-|---||-||||||||||||-||||-||||-|||||||||||||||--||||||||||||||||||||||||-|||-------|----|-|||---|-||---||-----------|-------------|--|---|-|||||-----|---|---||----|---|---|-|-||--|---||||--||-|-----||||||||||||||||||||||||||||||||-||||-||||||||--|||-|||||||||||-|-|-|---|||||||||-|----|--||-||||||||--|---|----|-|----||----||-------|-|---|-------|---|||-|----|-|-------|-----|---|-|-||--||||-||-||--||-|------|--|--|||------|-|--|--|---------|-|----||----|----|||||--|-|||-|-|-|--||-|----|||-|-||||--||||||||||-|-----||||||----|-|-||||||-|||||||||----||||-||||-|------|--|-|||-|||-||||-|-|-||||-|--|||-----|---|-||---------| 
 603 ; 612 ; COG2255 ; L ;Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit; ---------------------------------------------------||-----|------------------------||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|--||-||||||||||||||||||||||||||||||||||||||||--||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||--|-||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||-|||||||||||||||||||-|||||||||||||||||||||||||||||||||-||||||||||||||-||||-||-||||||||||||-|||||||||||||||||||||||||||||||||||||||---|||||||||||--|||||||||||||||||||||||||||||||||||||-||||||||||--|||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||-||||| 
 552 ; 585 ; COG2256 ; L ;Replication-associated recombination protein RarA (DNA-dependent ATPase); ----|---------------|----------------------------------------------------|--|------||||-|||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||-|||--------||||||||||||||||||||||-||||||||||||||||--|||||||||||-|||||||--||||||||||||||-----||-|||---|--|--------|-||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||----|-|||||||||||||-||||||||-|||||||||||-|||||-|||||-||||||||--|||||-||||-||||||||||--|||||||||--||||||||||||||||||||||||||||||-||||||||||||||-||||-||-|||||||||||||||||||||||||||||||-||||||||||||||||||-|---|||||||||||--||||||||||||||-|||||||||||||-||||||||-|||||||||---|||||||||||||||||-|-||||-||||-|||||||||||||||||||||||||||||||-||||||||--|| 
 125 ; 133 ; COG2263 ; R ;Predicted RNA methylase; ||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||-|--||---------|-----------------------------------------|--|--------||-------------|---------|--------|----------------------------------------------------|----------------||------|------------------------------------------------|---------------------|--------|----------------------------|-------------------------|-|------|---|--|--------|-------------||----|||---|----|-------||---|--||-----------------------|--------------|-----------------|---|----------|--|----|-----------|--------------------------------------------------------------------|----------------------|-------|-------------------------------------------------|-- 
 574 ; 3971 ; COG2267 ; I ;Lysophospholipase, alpha-beta hydrolase superfamily; |-|--|----|---||-||-||||||||||||||||||||||-|------||--|--|-|-|||-|-||||-|-|||||||--||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||-|--||-||----|-|-|||||||||||||-||||||||||||||||--|||||||||||-|||||||--|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||-|||-||-|||-||||||-|-|||-|||--|||--||-|||||--||||--|-|-|||--|-||-|-|-|||||-|||||||||||||||||||||-|||||-|||||||||||||||||||||-|||||||||||||||--|||||||-|--|-|||||||||||-|||||||||-||||||-||||||||||||||--|||-||-||||||||||||---||-||--|||||-|--||--|---||-||||||||-|---||||-|||-||--||||||||||||||-|||||||||||||-||||||||-|||||||||||-|||||||||||-|||||-|-||||-||||-|--|--||||||||-|-||-||-||||||---||-||---|||| 
 414 ; 578 ; COG2333 ; R ;Metal-dependent hydrolase, beta-lactamase superfamily II; -------------------------||-||||--|||||-|----------||---||||-||-||-------------|---||||||---|||||--||-|||--||-||-|---||||||||||||||-|--|||||||---||||||-||||||||-||----|-----|--|||-|-||------||-----||---|----------||||--|-|--||------------||||||||-||||||||||-|-|||---|||-||||||-|||||||-||||||||||||-||||||||-|||||||||||||||||||||||||||||||-|||||||||||||-||||||-||||||-|----|--||||||-----||||||---|-------------------|------|-|--------------|---------|-----|------|--|-|||||||||||||-|||||||-||||||-||||||||||||||-||||-||-|-||||||||||||||||||-|||||||---------|-|-|||||||||-|---||||-||--||--||||||-|||||||||||||||-||||--||||||||-|||||-||||--||||||-||||||||||-|-||||---||-|---------|--|-----|---||||-||||-|-||-||---- 
 101 ; 102 ; COG2384 ; J ;tRNA A22 N-methylase; ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------------------------|------|||||||||||||-|||||||||-|||||||||||-||||||||||-|||||||-|||--|-|||||||||||||-|||||||||||||||||||||---------|---------------------------------------------------------------------------------------------------------------------------------||------------------------------------------|------------|----------------------------|------------------------|-----|--|------|-------|------------------------------------------------------- 
 179 ; 223 ; COG2453 ; T ;Protein-tyrosine phosphatase; ||-|||-|--|||||||||||-----||--|---------|-----||--|-|-----|--------|||-------|||||------|--|||-|-|----|-|----|-----||----||-|--|-|--|--||--------|||-----||||||--|-----|--------------|----|-------|-----------|-------|------------------||||||||----|--|||||-|-|--|-||--||--|--||--|------------------------|----|-----------------|-----|--------------------|--------------|----|--------------|--|--------------------------|-|-------------||---|---||--|--||----||----------|-----|-----||--|--|---||--|------------|--------|--|-||-|||-|-|-||-||----|-||----------------|--|-||---------|---------|-|||-----|-------||--|---|--|||--|-|--|||--|--|--|--||---||-|----|-|----|-||-|-|---------------------------|--------------- 
 263 ; 663 ; COG2723 ; G ;Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase; ||--||--|--|-|||-||||----------------------------------------------||||||-||-------|||||||-|||-|--||||--||||||---|--|-|||||-|--|-||-|--||||||--|||||-|||-||||||--||-------------------||--|---||---|-|---------------||||||--|-------------|-|||||--||||-|-|-|--|-|---|---||---------||-|-|||||-|||-|||||-||||--|||||-|||||-----||||-||-|-------|-|--|||------|-||---|-----||--|----|--|-|||---||||----|--||--|---|--|-|---------||--|----|-----|||-----|-||-|-|-||---|-|||-|--------------||-------------|-|-----|------||---------------|-------||------|--|-||---------------||--|-||--|-----||-|-|--|--||||------|------|-|--|-|-------|-|||--|----||||--|||-||---------||-|----|-|-|--|-----|||||||-------|-----|--|---||---|--||| 
 98 ; 98 ; COG2739 ; K ;Predicted DNA-binding protein YlxM, UPF0122 family; -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------||||||||||||||||||||||||||||||||||||-||||||||||-|||||||||||||||||||-||||||||-|-||||-|-|--|-||||||||||||------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------||-||--------|----------------------------- 
 291 ; 292 ; COG2740 ; R ;Predicted RNA-binding protein YlxR, DUF448 family; -----------------------------------------------------------------------------------------||||-||-|--|-|||----|||||-|||||-|||||--||--||||-||-|-|||--|||||--|-|-|-|||-|-----|-----------------------------------------------------|------------||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||-||||||||||||--||||||||||||-||||||||||-|||||||||||||||||||||||||||-||||||||||||||||------||||-|||||||||||-|||||-|||||-||||||||--|||||-||||-||||||||||--|||||||||--||----------------------------------------------------|-------||-|-|-|-|||--||-|--|||||--|||---------------------------------------------------------------------------------------------------------------||-||-------|-|-||||---------||-------|---| 
 619 ; 748 ; COG2812 ; L ;DNA polymerase III, gamma/tau subunits; -----------------------------------------------|-------------------|-|-------------||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|-||||||||||||||||-||-|-|||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| 
 336 ; 389 ; COG2818 ; L ;3-methyladenine DNA glycosylase Tag; -----------------------------------------|-||--------|----------|---------------|--||||--|-|||-||||-|-|-||||-|-|||-||-||-|||||-||||-|||||||-|||||-|||||||||||||-|||----------||||---||-|||--||--|--||||||||-||||||---|||-||-|||----------||||-|-----|--------|-----------------------------||---|--|||----||||||-|||||||||------||------------|-------------|----|---------|||-|-------||---|-|-|-----|||-||-|||||||||||---|-|-|||-|-|-||||||--|-|||-||||-||||||||||--|||-|||||--|--||||-|||||-|||||||||---||||-|--||-|||---|---|---|--||-|--||-||||-||||-----||||--------||-||-|||||--||-|---||||||||--|--||||||-|||||-|-||||||||||-||-|-||||||-|||||--|||--|||||||-|||-----|-|-||-|-|--|--|--|----|-----|--|--|---|------||-|-------- 
 190 ; 333 ; COG2852 ; L ;Very-short-patch-repair endonuclease; ------------------------|------------------------------|---|-----------|-|--|||------------||--||-|---|----|---|||-|||||--|-|||||||-|--|----||||--|-|---|---|-|-||-------------|--|--|--|-|--||-|-||--|||-|-||--------|-||--|---|--|-----|------|---|--|-|||||-||--||-||||||--|--|---||--|------------|------|--------------|-|-----|-------|--|---------|---------|-----|-----|--------||-|-|------|-||--||--||-|||-||--|----------|-||-||||--||--|---||--||--|-|------||||------------|------|---|------------|---|-|---|-||---|--|-----|--|--|--|--|------||-||------------||---||-|-|-|----------------|--|--||-||--|-|-||||--||-|---|-|---------|--|-|-----------------------------------|---------|-----------|----------|------| 
 99 ; 100 ; COG2868 ; S ;Uncharacterized conserved protein YsxB, DUF464 family; -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|||||||||||||||||-|||||-||||||||-|||-||||-|||||-----|-|||-|--|||||-||||-||||-||||||||||||||||||||||||||-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|||-||-||-|||-|-||-------------------------------- 
 696 ; 1386 ; COG2890 ; J ;Methylase of polypeptide chain release factors; |||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||--||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||--|-||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-|||||||||||||||||||-||-||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||-||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||-||||| 
 316 ; 623 ; COG3064 ; M ;Membrane protein involved in colicin uptake; ---------------|--------------|-------------------|--|----|||--|---------|--|------||-|-|---|----|-||||------|-----||----||-|----|--||---|-||---|-||||--|||||||--------------|-||-|-||||||||||-|------||||--|||-||---|||||-||-|--||------|----|-||-|---|||-||||---||-|-|---|-|----|-|-|----|-|-|--|-|||---|--|-|-|----||||||-|--|-||-|||||-|--||-|--|---||---||-||-------------|-||----|||-||---|--|||||--||-----|--|-|--|-|-|-|-----||-||-------|---|-||----|-|---|----|||----||-||-|--||-|--||---|||||---||||-|||---||-|--||-||||-||--|-||-||||-||----|||--||||-|------|----|-|||-|-|||-||--|-||-|-||-|-||||||-||||||--|||||||||||||--||||||||-||-|--||||--|||||-|--||||||-||||-|||-|||---||--|------------||-|-|------|-|||||------- 
 155 ; 163 ; COG3142 ; P ;Copper homeostasis protein CutC; -------------------------------------------------------------------------------------|---|--||-|-|--|--|||--|------------||-|-|--||------||||-||--||-||--|||----|----------|-||-||||||-||||-|-|||-||-||-|-||-|---|---|||||--||----------------|------------------------------------------------|--|||||---||||-|||-||--|||-|----||-----||------------------------|---|--|------|----|--|--|--|-|||-|---|--|--|-------|-----|------|-----|--------|------|----|-|--------|------------------||-------------------------------------------------------------------|----------------|--|-----------|--|-|--|--||||--|----------|-|---------|--|||||-||-|---|||---||-|-|-|---------|-||||-|-||-----|-------------------|------------------- 
 284 ; 569 ; COG3221 ; P ;ABC-type phosphate/phosphonate transport system, periplasmic component; -----------|-----------|-||--|||||||-|||------------------|-----|------------||------------|--|-----|||-|--|-|-|---||----|--------|---|--|----|---|---|--|---------|---||---------------------------------------------------------------|----|||-|----|||||||||||||-||--|-|-|---|||||-||||-|---||-|-|----||||---||-|--|------||-|||-----------|-----|-|-|--||-|--|---|||--|-|--|----|----|---|-|---|------||-|||--||-|||--|--|--||||-|||||-|-----|||--|-||||||-|-|-|--|||---|-|--|-||-||||||||||||||||||-||---|--|-||-||-|||||-||||-||-||||||-|-|-|-|||||||--||||-||------||-|-|-|-|-|-||-|----|||---|-|---|-|||--|---|||---|--|||||-|--|||||--|-|||||-||||----||||-||||||-||--|-|--|------|---|----------|||||-----|---|-|-|--|--|---- 
 105 ; 146 ; COG3240 ; IR ;Phospholipase/lecithinase/hemolysin; -----------------------------------------------------------------------------------|||---------------------------------------------------|-------------------------------------------------|----|---------|-----|--------------------|----------------||-|||||||||||||||--|-----|||--------------------------------------------------------------------------------------------|----|------------------|-|-|-||----|---|-----------------------------|----------||----|---------||-|-|-|||-|||-|||-|------|---|---|-|-|-||||----||---|-------|-|---|-----|----------------------||-----------------|-----------||||--||------||-------|-----|-||--|||-|||-|--|||--|--|---------|-|||--------------------------------|------------------ 
 163 ; 231 ; COG3271 ; R ;Predicted double-glycine peptidase; -----------------------------------------|||-|----|-----|---------------------||-------------|-||-------------------------|-|--|---------|--|-------||----||-----|---|-|||-------------|-|--||||----------------------|--|----------|----------|--------|-||||||--|---|||--|-|--|-||---||-|------||--|-|----|-------||-------|-----|---|------||-||---------------|---------|--|--------|--|------|-|-||-|-----------|------||--|--------|-|---------------|----|-------------------|---||-||---|--------||-----|--|--|-|-||------|--|---|||-||-||--||--|||--|||||--|-----|---|----|-|||------|--|---------||--|||---|||--|--||-|---|----|||---|---||----------------|-|||-|||----|------|----------------|--------||-|-|--|----------| 
 163 ; 217 ; COG3275 ; T ;Sensor histidine kinase, LytS/YehU family; -------------------------------------------|--------|---|--|--|||---------------------------|||||-|||---|---|-||----||||----|--|--|----|-|||-|||--||||--|-||||---|-----------|-|--------------|------------------------|---------------------||--------------------------------------------|---||||||||-|----|||-|||--|--|--|-|||-|-|-|-|--|||||---||||||-|-||--||--|-|-|-||||-|-------------||--------|------|-------------------------------------|--------|-|--------------|----|--------|----|--|---------------------||----|------|-------||||--||-||-----------------------|--|-----------||-|-|-----|||||------------|-|--|------|-||-|-|-||----|||----||||-----------|-|--|-|---|---------||--|--||----------|--|-------------- 
 47 ; 54 ; COG3331 ; R ;Penicillin-binding protein-related factor A, putative recombinase; ---------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-||||||-|||||-|||||||||-||||||-|||----|-|----|----|--|---|---|----|------------|-|-|||--|-||----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
 68 ; 70 ; COG3341 ; R ;RNase HI-related protein, contains viroplasmin and RNaseH domains; ------------------------------------------------|------------|--------------------------------------------------------------------------------------------------------------||-|||-|---|-||-|-|||-|-|---|||---||-|---|--|--|-------------------||------------------|----------|---------|--|--|-|----------|-------||-----------||||-|--||----||-|--|--------------------------|---------|-|||---||----------------------------------------------------------------------------------------------------------------------------------------|-------|-|---------------------------------|---------|-------------|---|---------------------------|-------------|------------------------------------|----|----------|-------------|------ 
 53 ; 54 ; COG3343 ; K ;DNA-directed RNA polymerase, delta subunit; -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-----------------------------------------|||||||||||||||||||||||||||||||||---|--------------||--------|-------||-||-----|--|-|||----||--||--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------------------------------------------------------------------------------------------------------------------------------|- 
 140 ; 173 ; COG3440 ; V ;Predicted restriction endonuclease; -----------------------||------||-||||--------------|--------------------||--------|------|--|----|---||---------|-||-|---|----|||--|---||---------|-|----||||--||----------------|---|-||||--||--|-------|--|-------------|---------||--------||--|---||||-----||-|-----||----------|-------|-|---------------------|--------|------------------------------------------|-----|------------------------|------|--|-----------------------|-----------|---||---||--|--------|-|----||----|-|--|----|-|-|------|-------------||--|------|--||----|-|-|-----|--|||---------------|----|-|-------|-|----|-|---|||--|----|-|----|---|----||-|--|-||--||-----|-|--------|-|----|||-----|-----|--|------|-----------|---|---------|---------- 
 57 ; 85 ; COG3469 ; G ;Chitinase; ---------------------------------------------------------------|--------------------|-|--|--||-|--------|-----------------|-|--|--|----|||--------||-|---|||-----|-----------------------------------|-----------------|-|----------------------------------------------------|----------------|--||||----|--|-----|------------------|----------------------------------------|----|---------------------------------------------------------------------------|---------------------------|----------------------------|----------------|------------------|--|-------------------|---------|------------------|---|-------||--------------|----||---------|-||-|------------|------------------------------------------------------- 
 171 ; 204 ; COG3481 ; J ;3'-5' exoribonuclease YhaM, can participate in 23S rRNA maturation, HD superfamily; -------||---|---|------------------------|--|-||||--|----|-|---|--|--------|--|----||||-|------------------|-------------------------------------|------------------|--||-|-------------------------------------------------------------------------|--------------------------------------|-|-||||||||||-||||||||||||||||-|-||--||--||--|||-|-||||-----|--|||||--||||-|-||--|||--||||-||-|-------||||||----------------------------------------------------------------------|--------||-||----|-|--|--------|-----------------||-----|-|||||-||||||-|-||-||||-|||---------------|-----|-------|-----------------|------------|-----|-------|-------|----|------------------|-----|-------|||||||||||||--|||||-----|||----||||---|---- 
